date;pH;electrical_conductivity_dS_m;nitrate_input_mg_L;fertilizer_kg_ha;manure_kg_ha;ammonium_mg_L;chloride_mg_L;crop_type;livestock_density_LU_ha;urbanization;soil_type;aquifer_type;permeability_m_day;groundwater_level_cm;precipitation_mm;drought_days;evaporation_mm;nitrate_groundwater_mg_L
2-2-2021;6.24;0.61;18.53;144.93;43.05;5.2;35.9;wheat;0.08;high;clay;unconfined;1.92;41.81;72.63;28;57.49;9.45
19-5-2022;5.72;1.3;36.53;212.91;103.06;5.82;61.35;wheat;2.89;low;peat;unconfined;8.91;97.2;103.55;24;78.69;17.88
22-12-2022;6.32;0.84;39.84;193.29;153.59;5.27;53.23;grass;1.6;low;sand;confined;9.18;130.05;63.23;20;72.03;17.98
7-5-2021;6.1;0.96;39.44;146.91;119.94;5.47;73.45;maize;2.65;low;peat;unconfined;6.44;111.65;74.43;3;75.02;22.5
14-2-2020;5.24;0.6;41.77;152.16;90.1;2.22;55.4;sugar beet;1.1;medium;peat;confined;4.4;75.67;91.35;13;96.31;10.1
11-7-2021;6.77;1.0;23.31;57.91;85.95;5.63;87.2;grass;3.53;low;clay;unconfined;5.06;121.0;79.58;18;68.25;5.41
14-4-2022;6.9;0.9;25.46;210.51;150.61;3.31;63.94;potatoes;1.66;low;loess;confined;0.59;121.42;97.86;53;64.72;19.28
6-10-2022;5.69;0.98;25.06;133.52;51.2;3.76;87.57;sugar beet;3.21;low;sand;confined;4.35;54.43;92.05;5;59.98;14.99
12-3-2020;5.81;1.44;7.6;130.0;131.0;5.03;83.79;potatoes;0.38;low;peat;unconfined;7.36;107.88;63.28;33;61.71;7.31
1-11-2021;6.14;1.05;46.84;122.51;187.74;4.3;37.16;sugar beet;4.81;medium;sand;unconfined;6.88;77.92;104.28;38;74.14;16.0
7-12-2024;6.17;0.76;57.89;172.83;121.74;4.41;79.61;wheat;1.27;low;clay;unconfined;0.53;81.16;36.52;3;30.9;24.76
30-12-2022;6.33;0.79;55.93;93.57;90.48;7.25;68.81;sugar beet;2.04;low;sand;unconfined;4.02;157.26;102.43;32;45.56;10.16
30-6-2022;7.01;1.18;34.75;100.79;93.6;4.69;67.41;grass;1.9;medium;loess;unconfined;9.47;39.68;55.98;3;61.54;10.68
16-2-2020;5.91;1.39;23.78;147.37;80.78;4.21;73.7;potatoes;2.98;medium;clay;confined;9.16;91.05;83.08;3;53.77;14.79
14-12-2022;5.6;1.08;54.89;118.67;73.96;4.75;43.82;maize;0.53;medium;clay;unconfined;3.15;132.12;59.0;56;86.08;12.02
30-4-2021;5.31;1.21;52.78;166.76;104.71;2.78;56.57;potatoes;1.67;low;sand;unconfined;5.5;19.59;70.02;47;89.53;21.16
30-4-2023;5.63;1.18;44.35;120.51;127.18;5.33;41.59;wheat;4.4;low;clay;unconfined;7.13;145.85;54.26;15;70.81;17.06
11-6-2024;5.98;1.43;74.89;229.75;164.43;6.44;96.2;wheat;1.99;medium;clay;unconfined;0.43;120.53;101.03;14;72.21;25.64
2-7-2023;6.9;0.42;39.47;184.67;21.74;5.63;34.94;maize;1.19;low;clay;confined;2.73;64.85;56.1;35;69.56;9.73
29-3-2022;5.74;1.2;34.86;184.04;2.44;5.07;24.43;sugar beet;4.52;low;peat;confined;6.38;88.68;49.49;3;46.3;11.02
20-4-2021;6.11;1.3;32.0;119.75;165.2;6.2;33.65;sugar beet;2.92;high;peat;unconfined;7.75;117.72;96.64;47;51.88;7.52
15-7-2023;5.99;0.6;8.78;270.28;102.29;3.89;48.9;wheat;2.08;high;sand;unconfined;1.74;64.52;58.92;6;40.56;14.31
12-7-2021;6.59;0.73;53.23;128.05;104.38;5.08;48.76;maize;4.69;high;peat;confined;3.77;59.26;92.97;38;58.38;12.3
10-7-2021;7.26;0.74;37.89;114.31;120.05;7.8;67.8;wheat;3.49;low;loess;unconfined;1.09;80.94;69.4;18;87.42;4.1
17-7-2022;5.73;0.78;50.2;185.34;92.53;4.41;50.62;potatoes;3.35;low;clay;unconfined;1.63;143.71;132.36;5;80.73;22.32
12-11-2020;5.76;0.86;76.84;159.76;179.01;6.22;40.1;sugar beet;1.64;low;peat;unconfined;1.3;159.83;81.74;34;60.01;18.43
26-9-2022;6.52;1.07;32.18;109.08;119.67;6.27;59.66;potatoes;2.8;low;peat;confined;8.86;106.37;72.56;25;63.95;8.4
14-8-2022;6.34;1.26;0.0;259.79;82.1;3.48;73.3;potatoes;2.35;low;sand;unconfined;5.47;100.25;30.49;59;52.88;13.21
28-4-2023;6.92;1.32;49.62;198.78;85.67;6.38;54.14;grass;2.0;medium;clay;unconfined;0.24;121.93;85.48;16;79.15;19.95
8-1-2020;6.29;0.75;43.34;150.2;94.26;3.79;67.37;sugar beet;0.03;low;sand;unconfined;3.09;101.65;72.49;6;95.51;7.79
10-10-2024;5.82;0.75;25.35;270.06;68.92;5.86;51.67;wheat;1.47;medium;clay;unconfined;0.14;71.28;113.92;36;96.52;19.8
29-11-2024;6.3;1.39;47.95;190.54;167.58;3.75;44.8;wheat;4.9;low;loess;confined;4.67;60.28;95.08;35;86.77;19.5
9-12-2022;6.55;1.19;55.72;149.4;104.96;5.56;63.97;potatoes;3.9;high;sand;confined;5.07;94.91;81.36;39;51.69;19.55
31-7-2024;6.41;1.02;21.07;264.07;53.18;5.26;54.57;maize;3.07;low;clay;unconfined;4.85;67.77;72.01;58;68.0;24.29
12-7-2021;6.25;1.14;33.97;182.95;116.21;5.22;70.09;grass;2.08;medium;peat;unconfined;6.22;62.01;83.13;15;70.01;22.3
22-6-2021;6.53;0.99;69.54;180.76;157.56;5.54;80.84;grass;0.38;low;clay;confined;7.07;138.41;70.84;45;47.37;14.16
17-1-2020;6.58;1.16;25.57;130.68;142.43;3.94;47.73;potatoes;3.05;low;sand;unconfined;6.48;92.57;89.32;22;85.22;9.1
27-6-2022;6.69;0.9;41.33;152.47;69.61;2.67;62.94;grass;1.36;medium;loess;confined;9.67;134.97;101.38;18;58.37;18.79
29-10-2020;6.32;1.08;0.0;129.47;55.64;5.16;71.36;grass;2.88;medium;peat;unconfined;9.72;92.14;90.08;26;107.86;9.08
20-8-2023;5.92;0.55;10.36;221.99;157.09;7.21;58.21;potatoes;4.73;low;sand;unconfined;2.17;54.12;14.22;41;58.57;21.54
27-12-2024;6.07;0.79;43.15;69.53;35.03;6.17;60.2;wheat;3.93;low;clay;unconfined;1.03;83.98;53.93;6;76.99;8.47
2-9-2022;6.6;0.8;64.56;218.29;114.84;5.89;52.87;potatoes;4.8;low;loess;confined;5.06;86.99;53.84;57;44.69;11.45
5-8-2023;5.59;0.89;12.76;106.13;77.26;3.98;55.11;potatoes;4.19;low;loess;unconfined;7.27;96.98;78.31;6;51.98;6.95
2-4-2024;6.18;0.72;41.49;147.1;152.55;5.37;60.44;sugar beet;0.44;low;sand;unconfined;9.76;91.23;101.52;25;50.11;20.3
17-5-2022;5.8;0.84;32.49;135.24;57.81;3.34;37.84;wheat;0.48;medium;loess;unconfined;4.5;100.51;120.85;22;90.15;17.43
24-5-2021;6.01;0.55;59.06;123.99;68.14;4.15;16.03;potatoes;3.39;low;peat;unconfined;1.54;106.01;112.43;33;66.11;15.53
15-2-2022;6.64;1.16;15.64;184.49;124.68;5.71;48.25;sugar beet;3.28;high;sand;unconfined;5.2;140.14;54.57;50;61.91;10.01
9-1-2020;6.1;0.98;48.6;149.74;131.82;1.37;46.62;grass;1.9;low;clay;unconfined;3.33;120.08;96.77;2;97.64;18.47
9-1-2022;6.02;0.49;26.93;116.62;154.38;8.46;82.4;maize;0.27;medium;loess;confined;3.46;133.4;81.71;42;45.93;17.85
15-10-2024;5.32;0.75;44.46;157.7;118.92;2.33;55.92;wheat;3.57;high;loess;unconfined;4.79;66.48;63.88;18;95.32;19.59
18-6-2024;6.37;1.1;41.38;115.2;113.98;8.78;61.24;sugar beet;0.52;low;sand;unconfined;1.47;91.94;96.46;6;66.9;14.63
28-7-2021;6.32;0.84;34.96;123.11;141.96;3.32;41.77;wheat;3.18;low;peat;unconfined;0.78;125.9;80.64;26;88.13;8.94
12-11-2022;7.08;0.79;49.56;75.14;45.18;3.3;38.08;sugar beet;0.24;low;peat;confined;6.05;92.56;31.86;12;54.85;14.71
11-3-2023;5.85;0.98;40.87;127.48;64.81;4.2;33.31;grass;0.91;medium;clay;unconfined;2.91;77.59;66.59;54;84.48;6.65
21-12-2022;6.11;1.1;37.34;174.71;48.53;4.12;24.8;grass;2.78;low;peat;confined;7.21;131.99;45.3;35;73.5;11.99
6-8-2024;6.12;0.57;32.87;151.86;-7.43;3.79;64.53;maize;2.99;high;loess;unconfined;6.78;41.63;97.98;48;38.58;14.9
20-2-2021;6.79;1.17;41.55;240.75;133.69;4.26;56.13;grass;3.36;high;loess;unconfined;7.84;99.87;80.08;13;34.44;26.63
2-8-2020;5.95;0.76;44.44;280.64;157.19;5.18;79.55;grass;0.55;high;clay;unconfined;0.61;96.64;105.67;21;94.18;20.48
16-10-2022;6.14;0.99;20.22;126.79;122.24;3.21;60.99;maize;2.22;low;loess;confined;0.71;106.75;77.99;16;34.3;9.4
26-11-2023;6.3;0.99;33.01;108.33;115.2;6.68;54.86;wheat;0.67;low;clay;unconfined;0.26;164.32;82.09;22;75.22;10.33
20-8-2021;6.09;0.84;18.9;206.49;103.4;7.82;10.37;grass;4.68;medium;sand;unconfined;4.62;136.82;65.12;0;54.74;14.95
4-11-2020;5.78;0.69;39.2;166.76;102.21;1.11;88.17;wheat;4.17;medium;clay;unconfined;1.57;108.32;95.31;56;53.1;12.08
20-4-2022;6.1;0.91;28.15;206.79;167.81;8.71;50.78;maize;2.82;low;loess;unconfined;8.3;101.12;85.4;38;92.57;15.21
12-8-2020;6.54;1.49;55.42;169.94;161.97;6.55;8.32;potatoes;2.15;high;sand;unconfined;5.9;76.28;110.95;43;67.5;12.97
22-2-2023;5.49;0.59;53.45;140.28;76.6;5.52;54.52;grass;1.62;high;peat;unconfined;2.53;139.12;84.66;26;57.94;8.19
5-1-2022;6.07;1.51;21.55;140.57;144.35;3.85;33.78;wheat;3.93;medium;peat;unconfined;6.52;78.48;107.21;12;68.61;11.91
8-2-2024;5.65;0.92;39.95;171.64;149.18;5.33;33.07;sugar beet;2.55;low;sand;confined;9.96;98.41;113.22;56;102.64;15.04
23-4-2022;6.6;1.01;52.77;139.44;126.02;6.79;55.33;sugar beet;0.06;medium;clay;unconfined;3.21;82.63;43.63;13;72.26;15.1
16-10-2020;5.24;0.67;36.49;210.98;115.5;10.22;38.25;potatoes;2.85;low;sand;confined;0.29;85.72;124.91;31;60.25;14.71
2-8-2023;5.72;0.77;25.44;84.88;114.13;9.38;70.53;grass;4.29;low;sand;confined;2.72;144.52;84.29;37;76.09;3.47
27-11-2022;6.19;0.85;18.15;210.71;40.72;1.94;47.69;grass;3.03;low;peat;unconfined;0.36;101.03;72.91;24;51.28;9.93
24-10-2020;6.78;0.69;57.09;56.33;37.17;4.58;58.0;grass;0.35;low;sand;unconfined;6.5;92.46;87.49;53;79.71;5.84
15-7-2020;5.97;0.94;58.05;157.26;131.33;5.16;61.33;sugar beet;2.95;low;loess;confined;7.95;88.8;66.07;22;84.26;10.15
11-10-2022;5.72;0.88;35.84;133.45;55.98;7.69;55.04;potatoes;3.75;low;sand;unconfined;8.73;86.0;61.52;52;63.35;14.22
22-1-2023;6.94;1.56;55.32;74.18;44.43;4.83;54.29;sugar beet;3.69;low;loess;confined;8.36;77.76;94.82;6;69.68;6.32
24-10-2021;5.28;0.65;0.0;47.0;16.98;3.49;52.83;grass;2.71;low;loess;confined;9.24;128.73;25.72;10;74.04;1.79
29-7-2022;4.9;1.03;66.55;95.12;80.97;5.11;79.87;potatoes;3.76;low;clay;unconfined;7.43;109.76;70.21;1;71.34;10.21
2-2-2021;6.22;1.07;36.86;152.28;114.97;4.23;66.88;sugar beet;0.59;low;loess;confined;0.12;44.33;121.05;45;84.15;11.84
21-12-2023;5.75;0.68;42.84;119.89;118.2;6.97;36.18;grass;1.31;medium;sand;confined;6.9;73.92;72.92;24;83.52;11.42
28-9-2024;5.49;1.21;33.59;97.95;134.02;9.78;27.77;potatoes;1.14;low;peat;confined;6.39;70.07;90.03;21;65.95;9.05
31-1-2022;6.35;0.88;67.91;217.61;84.34;6.82;34.12;potatoes;1.74;low;peat;confined;2.47;94.67;102.78;48;59.5;18.66
16-4-2022;6.12;0.25;18.79;88.39;104.29;6.9;58.56;maize;3.18;low;peat;unconfined;9.9;113.61;96.94;48;54.06;10.29
18-6-2023;5.72;1.2;69.49;183.96;133.83;7.47;27.91;potatoes;2.57;low;clay;unconfined;5.88;88.73;73.4;56;58.84;24.33
22-8-2022;5.36;0.66;47.93;105.55;118.56;5.91;36.94;maize;2.34;low;sand;confined;3.92;78.27;111.52;7;52.36;8.41
10-2-2023;6.44;0.69;52.45;93.86;76.61;4.2;23.14;grass;2.82;low;peat;unconfined;3.59;54.41;90.93;28;88.92;1.99
26-1-2022;6.33;1.21;33.42;119.81;111.99;4.4;68.63;maize;2.0;low;clay;confined;6.69;140.88;98.76;59;75.93;17.15
20-6-2021;5.95;0.9;13.84;181.0;20.63;7.19;63.26;grass;4.82;high;sand;confined;4.95;66.88;78.24;59;56.83;11.38
17-11-2024;6.92;1.28;58.61;81.43;100.0;5.58;67.57;grass;0.07;low;clay;confined;7.58;109.4;97.12;28;71.74;14.06
26-10-2021;5.46;1.36;46.23;164.37;75.26;3.04;40.5;wheat;1.54;medium;peat;unconfined;0.73;74.14;69.5;10;68.48;11.76
20-8-2021;5.24;0.81;67.23;101.96;160.74;7.62;14.82;maize;4.93;low;clay;confined;2.75;97.38;93.61;24;80.31;26.03
15-10-2024;5.65;1.24;36.12;110.96;60.91;3.45;33.3;potatoes;4.62;medium;clay;confined;1.67;148.03;60.26;37;83.27;11.81
9-7-2020;5.98;0.77;31.62;170.03;104.67;2.75;23.05;potatoes;4.17;medium;sand;unconfined;0.85;147.74;62.41;24;89.25;12.6
4-1-2022;6.12;1.67;67.76;258.67;82.85;3.25;22.84;grass;0.78;high;peat;unconfined;1.72;127.57;88.35;38;53.93;15.58
21-6-2023;5.88;0.79;78.24;104.45;77.67;5.61;72.74;maize;4.03;low;loess;unconfined;7.15;77.4;88.15;59;48.98;21.87
13-8-2021;6.18;1.31;40.19;185.99;115.09;6.95;45.06;sugar beet;0.46;low;loess;confined;3.06;113.87;88.49;16;83.98;9.93
26-9-2020;5.37;1.25;24.94;134.36;83.27;5.51;55.79;potatoes;0.39;medium;loess;confined;0.66;83.44;70.07;29;59.28;22.23
21-8-2020;6.72;1.09;56.21;126.26;174.08;3.89;72.06;sugar beet;0.4;low;sand;confined;2.73;68.39;95.21;3;64.32;21.66
20-4-2020;5.96;0.8;34.92;203.57;21.02;3.38;29.61;maize;2.91;low;sand;unconfined;7.22;110.08;76.81;47;71.48;11.01
25-2-2023;6.56;0.95;51.99;107.82;125.25;6.54;62.28;potatoes;3.45;low;sand;unconfined;3.47;100.51;51.4;50;75.08;16.51
14-6-2021;6.17;0.35;34.81;92.29;96.61;4.81;20.95;sugar beet;1.28;low;clay;confined;9.76;70.8;88.37;35;59.61;5.49
29-2-2024;6.23;1.07;71.28;173.01;97.99;5.68;55.05;potatoes;3.26;low;peat;unconfined;1.62;84.0;90.02;31;89.33;23.94
24-12-2022;6.28;1.1;26.01;229.74;112.08;4.72;71.35;wheat;2.29;low;loess;unconfined;7.93;126.04;98.67;0;78.18;13.16
6-5-2020;6.22;1.04;49.61;187.5;139.91;5.6;27.21;wheat;4.87;medium;sand;unconfined;7.7;67.03;86.98;48;93.5;11.66
30-8-2020;6.32;0.11;30.23;79.65;110.6;5.78;66.57;grass;1.72;medium;sand;confined;2.84;118.33;115.88;51;81.14;4.27
23-7-2023;6.66;0.62;34.37;119.23;140.05;9.85;54.5;maize;3.42;low;clay;unconfined;6.46;92.88;74.56;22;81.63;15.58
16-4-2023;6.1;0.78;31.76;198.98;101.86;5.8;40.91;potatoes;0.64;medium;peat;confined;3.98;64.15;73.03;51;89.41;16.49
24-10-2022;6.35;1.09;54.77;229.06;58.64;4.23;25.99;sugar beet;0.29;low;clay;confined;4.02;96.45;82.85;27;85.15;18.86
28-12-2021;5.96;1.09;58.37;161.44;96.43;5.35;54.84;potatoes;3.13;high;loess;unconfined;0.9;100.55;108.1;49;93.92;13.75
13-12-2022;6.72;0.95;51.15;121.04;146.12;3.1;59.88;potatoes;1.27;low;sand;confined;0.39;74.5;68.94;13;37.75;14.12
14-5-2020;5.66;1.19;37.84;232.3;83.57;3.08;43.65;sugar beet;4.57;low;clay;unconfined;4.55;108.04;43.17;19;61.43;18.8
7-4-2022;6.9;0.69;42.8;146.27;56.69;7.5;30.38;sugar beet;0.08;low;sand;unconfined;5.3;131.95;58.22;47;53.91;19.51
19-10-2021;5.98;1.18;57.95;119.71;124.78;5.61;65.25;wheat;4.71;high;loess;unconfined;6.4;157.84;79.21;20;44.77;13.92
11-9-2021;5.28;1.14;58.59;111.25;113.46;7.24;73.69;grass;0.1;low;loess;confined;4.94;129.85;52.25;4;80.46;17.02
6-2-2023;6.06;1.11;0.0;90.25;69.17;1.75;69.07;sugar beet;3.24;high;clay;unconfined;6.54;118.35;78.98;24;99.84;14.24
15-1-2020;5.66;0.95;34.56;291.68;90.68;3.05;81.78;potatoes;4.22;low;loess;unconfined;1.59;109.75;118.52;27;64.56;24.22
30-11-2024;6.42;1.55;35.51;221.05;92.73;5.6;36.97;wheat;2.15;medium;clay;confined;2.7;123.87;101.21;33;70.73;14.7
1-11-2021;5.67;1.15;53.39;117.19;100.26;3.35;21.7;maize;3.3;low;sand;unconfined;3.11;166.29;75.43;42;75.75;13.69
28-5-2020;5.78;0.71;38.66;236.59;125.86;2.15;58.21;wheat;1.47;medium;peat;unconfined;0.69;99.46;149.24;53;60.01;21.43
27-9-2020;5.06;1.07;54.38;176.67;83.79;2.84;41.94;wheat;2.32;medium;clay;unconfined;5.18;88.17;68.7;15;72.86;8.39
27-7-2020;5.77;1.23;18.43;173.71;127.93;4.36;69.75;wheat;0.87;low;sand;unconfined;4.01;97.18;87.93;56;97.84;11.21
6-11-2021;4.79;0.82;45.2;114.1;78.66;5.83;29.26;potatoes;1.14;high;clay;confined;3.74;85.96;72.89;50;60.82;13.55
10-12-2022;5.21;1.33;58.0;124.29;166.65;8.43;30.72;sugar beet;4.47;low;loess;unconfined;0.84;121.93;68.64;6;61.58;26.33
5-1-2023;6.38;1.11;10.51;147.88;167.51;2.89;51.36;grass;3.55;medium;peat;unconfined;1.49;106.82;68.92;1;62.25;20.5
28-7-2024;6.39;0.3;90.27;51.72;65.74;3.0;53.5;maize;4.21;low;peat;unconfined;0.71;139.62;78.05;52;64.39;7.56
11-9-2022;6.21;1.09;63.82;125.66;50.98;2.1;63.5;grass;2.04;low;loess;unconfined;7.39;94.5;86.28;0;72.75;8.81
27-6-2021;5.52;0.88;40.03;150.22;139.13;6.15;48.03;potatoes;0.64;low;sand;unconfined;7.15;57.62;67.16;50;53.94;24.31
1-2-2024;5.98;1.16;23.43;215.48;110.32;5.25;11.66;grass;4.56;low;clay;unconfined;0.7;102.67;82.9;20;70.19;10.42
30-4-2021;6.0;1.28;36.5;119.17;122.07;3.07;119.04;grass;4.83;high;clay;confined;1.7;107.71;94.44;21;63.29;7.24
10-9-2022;5.42;1.06;41.68;190.61;73.81;3.34;50.67;maize;4.26;low;loess;unconfined;5.45;111.25;108.47;5;74.95;6.91
24-11-2024;6.75;1.5;48.81;46.98;94.7;4.75;107.77;wheat;2.82;low;clay;unconfined;6.21;123.91;76.67;30;79.04;7.74
23-8-2020;6.44;0.95;70.01;208.35;86.21;4.87;47.48;sugar beet;2.51;low;loess;confined;3.78;106.7;64.14;5;72.03;29.17
14-12-2024;5.89;1.19;30.48;104.98;112.17;2.92;28.94;sugar beet;4.47;low;clay;unconfined;4.62;81.53;104.52;32;78.29;15.7
14-3-2023;6.01;1.24;51.25;156.51;50.17;5.35;43.65;grass;2.06;low;loess;confined;9.84;114.0;70.53;2;54.78;14.08
14-5-2022;6.1;0.97;14.15;170.32;96.03;2.25;72.01;maize;2.93;high;sand;unconfined;3.57;92.09;63.53;2;69.66;20.95
27-9-2021;4.98;1.23;31.73;160.51;49.77;5.1;62.39;sugar beet;2.07;medium;sand;confined;2.82;69.31;41.66;0;71.72;22.3
30-10-2020;5.88;0.82;47.53;144.66;79.38;4.64;56.15;sugar beet;0.39;low;sand;confined;6.11;86.42;105.73;5;67.57;11.64
5-4-2021;5.66;0.87;53.83;87.92;96.11;5.8;48.77;sugar beet;4.43;low;clay;unconfined;3.92;66.09;85.12;25;63.05;4.67
23-10-2020;5.5;0.61;24.94;105.52;120.3;7.42;52.59;grass;3.61;low;sand;unconfined;4.16;123.15;39.17;11;67.91;4.88
26-9-2022;5.86;1.07;31.18;199.82;123.61;4.26;47.02;potatoes;2.32;high;loess;unconfined;8.86;87.7;67.59;17;79.69;12.42
18-11-2020;6.9;1.1;69.21;120.13;130.44;5.0;73.94;grass;0.81;low;clay;confined;7.1;87.52;74.91;30;59.95;16.41
4-7-2022;6.32;1.35;63.24;144.84;40.69;1.04;68.32;grass;0.88;low;clay;unconfined;4.44;95.25;68.99;48;71.81;23.21
25-11-2023;5.71;1.24;44.17;75.4;150.56;8.94;31.15;potatoes;3.32;low;clay;unconfined;4.13;123.02;122.07;39;81.73;17.08
8-4-2024;6.29;0.91;0.0;192.93;74.21;1.28;20.45;sugar beet;4.69;medium;peat;unconfined;3.99;139.12;67.29;0;81.73;7.14
19-11-2020;6.7;0.65;90.22;84.03;77.13;4.83;25.48;grass;2.14;medium;peat;confined;9.85;115.15;110.05;37;56.55;17.91
23-12-2024;6.46;1.13;39.6;195.8;110.75;-0.1;42.87;wheat;2.22;low;loess;unconfined;5.72;112.48;63.46;25;72.9;19.87
5-11-2024;6.03;1.33;33.75;96.86;86.52;3.35;54.42;sugar beet;3.43;medium;clay;confined;8.05;56.99;71.31;57;71.06;3.82
2-2-2021;5.68;1.23;29.55;200.73;114.47;8.47;48.9;sugar beet;4.28;medium;loess;unconfined;2.95;69.8;69.01;38;73.83;13.98
12-9-2021;6.35;1.33;47.53;150.51;121.9;7.29;62.6;sugar beet;4.02;low;clay;unconfined;7.14;126.84;67.87;41;80.85;5.95
11-8-2021;6.2;0.94;47.73;122.06;69.47;6.97;49.71;grass;3.57;medium;clay;confined;7.03;95.36;76.44;28;60.28;15.33
28-10-2022;6.45;0.86;59.01;230.02;92.65;4.61;81.91;maize;1.3;low;peat;unconfined;9.9;117.01;67.49;0;84.85;18.68
20-6-2021;6.32;0.78;21.48;146.56;93.84;8.3;60.18;maize;0.86;high;peat;unconfined;3.18;140.3;95.59;13;62.85;12.41
30-3-2020;6.52;0.98;33.75;131.91;138.33;5.51;50.36;potatoes;0.04;low;loess;confined;5.22;136.21;94.8;15;73.53;19.18
4-3-2022;5.73;0.98;80.61;195.46;81.39;6.38;19.78;maize;4.85;low;clay;confined;5.05;77.08;113.53;13;67.02;25.74
7-10-2024;6.66;1.06;44.49;75.98;79.65;10.29;57.01;sugar beet;2.17;medium;peat;unconfined;8.8;109.72;73.2;29;90.61;15.34
29-9-2020;6.1;0.96;36.55;23.64;59.14;7.18;59.98;wheat;0.99;high;sand;unconfined;2.72;64.26;104.37;41;71.89;11.5
7-6-2020;7.04;0.96;21.17;207.9;63.62;4.87;35.73;wheat;0.61;low;sand;unconfined;3.91;109.2;51.96;34;80.82;13.83
22-1-2021;5.66;0.77;50.12;108.18;45.98;6.02;26.88;sugar beet;0.75;low;clay;unconfined;9.5;101.26;116.74;28;57.92;10.86
10-3-2020;6.87;1.28;60.62;193.23;71.88;7.81;71.89;grass;1.68;low;sand;confined;1.23;139.62;67.71;12;67.84;25.4
7-12-2022;6.1;1.02;57.49;152.31;163.74;6.24;30.63;grass;4.29;medium;sand;unconfined;2.02;85.1;116.61;51;78.0;16.14
20-6-2023;5.67;0.95;34.82;91.8;127.64;6.57;53.31;sugar beet;4.85;low;peat;confined;4.46;89.22;96.1;10;46.13;4.48
19-2-2024;5.76;0.78;47.23;180.36;151.09;7.58;50.6;sugar beet;2.54;medium;sand;unconfined;4.44;105.27;67.28;8;64.12;8.77
8-5-2024;5.84;0.6;73.43;129.49;61.99;10.06;58.93;potatoes;1.59;low;clay;confined;5.34;83.35;95.98;38;59.47;20.45
28-5-2022;6.21;1.39;61.42;96.13;22.09;3.13;30.78;grass;0.88;low;peat;confined;4.15;69.36;60.43;52;49.22;10.63
4-9-2022;6.26;1.17;24.32;97.44;112.66;6.4;47.59;maize;1.44;medium;clay;unconfined;5.39;139.05;77.94;13;40.57;16.06
23-7-2024;5.71;0.51;0.0;63.36;174.14;5.92;30.65;maize;3.1;medium;loess;unconfined;8.06;177.79;88.66;53;74.66;1.85
18-1-2020;5.99;1.23;45.94;170.15;80.59;4.23;51.48;grass;4.73;low;loess;confined;4.57;127.01;68.78;38;58.49;14.04
9-4-2020;7.07;1.28;55.97;103.23;104.07;3.71;60.08;wheat;2.46;low;sand;confined;0.7;112.3;93.43;54;38.94;15.29
26-4-2021;6.86;1.04;18.22;148.26;37.22;8.3;67.91;sugar beet;0.7;medium;loess;unconfined;9.81;101.01;18.11;39;80.68;19.56
31-8-2021;6.22;1.48;39.82;140.91;101.13;2.96;79.9;potatoes;4.73;medium;sand;unconfined;9.46;109.37;100.07;44;60.81;10.58
30-1-2023;6.02;1.07;34.73;102.92;95.0;2.18;44.73;potatoes;4.81;medium;clay;unconfined;2.73;146.94;89.68;57;60.8;16.83
27-1-2020;6.06;0.57;42.09;73.86;16.28;3.87;44.38;potatoes;4.48;low;clay;unconfined;1.52;112.8;76.14;56;88.06;7.45
17-2-2024;6.31;1.11;29.11;276.69;58.51;1.44;75.45;maize;4.3;high;loess;confined;3.25;124.09;91.68;2;54.08;16.63
6-12-2024;5.49;1.07;65.81;147.57;55.33;3.31;61.5;wheat;3.89;low;sand;unconfined;7.23;77.04;92.37;21;73.45;20.94
4-9-2024;5.87;0.82;42.96;241.17;36.81;2.89;74.74;wheat;0.63;low;clay;unconfined;9.02;108.59;84.42;10;77.98;25.13
13-11-2021;5.17;1.17;22.42;208.25;71.01;5.17;89.05;potatoes;1.64;low;sand;unconfined;0.42;66.93;121.23;58;80.11;15.99
30-9-2020;6.2;0.5;58.35;133.94;120.35;7.89;33.13;sugar beet;3.77;medium;sand;confined;9.46;98.34;83.74;22;38.68;4.27
9-1-2021;6.32;1.3;14.72;159.05;74.67;3.82;66.19;sugar beet;4.33;high;loess;unconfined;0.4;106.71;44.76;42;83.42;7.99
5-2-2020;5.76;0.74;65.69;157.6;145.94;6.73;38.02;sugar beet;1.14;medium;clay;unconfined;9.11;138.11;50.31;38;63.43;15.75
4-12-2022;6.79;0.7;59.82;242.21;85.49;6.5;81.27;potatoes;3.1;low;clay;unconfined;5.54;89.04;72.13;46;67.72;24.42
14-1-2022;5.39;0.97;67.8;191.49;113.05;0.56;26.24;sugar beet;0.3;low;sand;unconfined;1.82;128.72;83.45;21;82.97;12.05
22-12-2023;5.27;1.13;36.84;109.64;119.9;3.9;68.35;grass;4.28;low;clay;unconfined;8.37;103.49;118.83;59;75.1;13.14
6-11-2023;6.11;1.05;30.08;167.58;161.36;4.25;38.93;potatoes;1.74;low;sand;confined;6.93;122.88;117.61;43;52.34;16.53
10-10-2022;6.52;0.78;41.68;190.22;71.36;5.76;61.09;wheat;0.98;medium;loess;unconfined;9.67;75.82;131.8;49;91.26;17.81
27-10-2022;6.84;0.85;38.31;91.23;117.69;6.14;75.36;maize;4.19;low;loess;unconfined;3.37;98.38;72.75;58;70.84;17.66
