date,electrical_conductivity_dS_m,pH,nitrate_groundwater_mg_L,ammonium_mg_L,chloride_mg_L,temperature,nitrate_input_mg_L,fertilizer_kg_ha,manure_kg_ha,crop_type,livestock_density_LU_ha,urbanization,soil_type,aquifer_type,permeability_m_day,groundwater_level_cm,precipitation_mm,drought_days,evaporation_mm,sunlight_hours,humidity
2003-06-24,,,0.22,0.26,118.04,11.7,31.7351,210.4254,72.0756,potatoes,2.4942,low,peat,unconfined,9.9846,220.992,1156.0907,94,190.3726,1186.6736,64.2216
2004-09-10,,,0.21,0.36,126.0,11.2,29.3421,254.1015,194.2434,beets,1.3204,low,clay,unconfined,1.5036,87.1711,558.1243,88,174.606,1685.5307,74.8259
2005-09-20,5.5200000000000005,5.4,0.26,0.45,148.0,10.9,48.2366,122.1442,125.1126,grass,2.9064,low,sand,unconfined,9.7352,280.0132,424.266,76,647.686,1708.1003,67.5634
2006-07-13,5.7299999999999995,5.6,0.37258,0.33499,155.42,11.3,91.7055,295.357,67.1202,beets,1.3111,low,sand,confined,4.9619,84.409,871.118,17,802.6869,1081.9105,66.1656
2007-10-31,5.75,5.43,0.2,0.43,158.89,12.0,55.6354,159.8664,69.6565,potatoes,2.8433,low,peat,unconfined,2.6936,200.7542,433.5963,85,740.6456,2388.2919,66.7129
2008-07-21,7.42,5.28,0.23,0.404,213.23,10.9,26.9128,123.9859,165.9851,wheat,1.4646,medium,loess,confined,5.0474,101.979,600.1256,61,565.347,1490.5412,70.9858
2009-05-06,8.3,5.37,0.291,0.35,246.51,10.0,16.9275,137.1123,179.5656,wheat,2.193,medium,clay,confined,8.644,218.4541,445.8044,54,983.0926,1992.528,54.5537
2010-06-08,3.02,5.37,0.032,0.288,20.6,10.9,72.6541,179.8965,142.2256,grass,0.9503,high,peat,unconfined,9.2361,145.2558,856.0183,5,717.6546,2006.4792,87.7679
2011-01-12,2.75,5.54,0.014,0.428,22.21,10.2,44.4519,284.1754,97.6604,wheat,1.6918,high,sand,unconfined,5.5686,82.8496,534.5992,22,813.0233,1475.8069,49.9763
2012-04-05,12.16,5.19,0.75,0.381,341.84,9.7,83.9648,233.7897,157.6233,potatoes,1.0441,high,peat,confined,8.7413,57.0968,1174.6698,35,456.6758,1646.6225,84.1142
2013-07-04,14.3,5.4,0.653,0.442,414.4,11.75,69.356,194.2774,188.7287,wheat,2.0631,low,loess,confined,6.4186,225.2748,464.2255,60,875.2166,1284.0083,56.0363
2014-05-15,14.8,5.5,0.574,0.528,433.88,,81.6617,90.7026,49.9161,potatoes,0.7606,high,clay,unconfined,3.1968,137.8205,493.9055,69,654.2715,1468.3866,48.6781
2015-06-17,6.3,6.56,0.585,0.474,425.22,,34.4751,87.3383,175.107,wheat,1.1379,high,clay,confined,9.194,126.1258,561.4881,6,654.4568,2162.693,63.7037
2017-09-06,13.5,5.33,0.276,0.373,388.7392,11.6,72.3123,175.5492,172.7881,grass,1.9384,medium,clay,confined,5.7397,149.6219,877.6723,40,183.224,2410.9022,86.188
2018-05-03,13.3,5.68,0.172,0.381,378.858,12.8,33.7656,232.1772,85.9704,wheat,0.9807,low,sand,confined,0.1569,122.7387,292.0687,21,584.542,1398.0624,41.6541
2019-04-18,10.1343,5.55,0.440774194,0.314,284.897,10.5,94.5162,237.753,72.5215,maize,0.9095,low,clay,unconfined,2.4371,93.1434,581.8151,45,609.4604,2107.8438,78.0369
2020-05-25,7.45,5.77,0.892,0.186,217.399,11.5,67.2737,106.4786,121.7558,maize,1.2031,medium,sand,confined,1.6485,270.1194,1069.0727,37,178.5486,2254.8613,40.6181
2021-03-29,7.390000000000001,5.39,1.737,0.17,211.553,12.1,39.2061,75.0249,69.0129,potatoes,1.9028,medium,sand,unconfined,4.3502,257.7748,299.2978,79,325.5277,2411.234,83.7045
2022-05-23,6.779999999999999,5.43,1.377,0.185,192.515,13.4,34.2561,146.1152,46.1679,potatoes,1.0662,high,peat,unconfined,5.9097,108.2714,392.6156,95,348.2565,1766.082,88.516
2023-05-01,6.67,5.32,1.909,0.179,181.227,10.5,27.1834,279.5431,191.5542,wheat,1.3601,high,peat,unconfined,0.9475,68.3027,649.9677,44,668.5665,1657.572,59.0495
1980-01-09,3.503,5.7,0.1,0.4,48.0,,72.5177,186.3418,108.4458,maize,0.1608,low,loess,confined,9.2225,260.018,261.3488,45,508.8678,1155.4058,46.7831
1981-12-08,2.9379999999999997,4.9,0.1,0.35,42.0,,29.6844,130.0249,105.0061,wheat,2.13,high,clay,unconfined,9.6119,206.8259,295.6518,70,120.6574,1129.8636,88.0947
1984-03-15,3.277,5.68,0.1,0.35,44.0,,63.5773,130.9094,42.6986,potatoes,2.4541,low,sand,unconfined,1.6752,118.967,657.3001,62,994.5878,1595.0629,42.5338
1990-03-14,,,,,,,33.8172,83.0218,110.7475,beets,2.4986,medium,sand,unconfined,2.4859,88.2641,689.4674,44,284.22,2033.8683,53.784
1991-04-17,,,,,,,69.5772,168.3059,153.7099,maize,1.6937,medium,peat,confined,4.6334,105.5533,477.116,25,184.6958,1813.6526,63.1327
1992-06-16,,,,,,,83.3446,247.8407,64.6483,maize,1.3323,high,loess,confined,4.2847,239.2671,726.2693,48,819.0606,1143.8002,73.107
1993-05-06,,,,,,,80.0223,292.1397,86.4,beets,0.6395,high,sand,confined,7.8848,100.3362,1157.4691,33,947.8954,1070.8538,59.0892
1994-03-28,,,,,,,78.4766,175.3987,52.2048,beets,2.0022,low,sand,unconfined,9.6108,239.8806,1071.7527,27,977.9468,1946.5205,64.0531
1995-03-15,,,,,,,26.895,91.8037,83.9136,maize,1.7724,low,loess,confined,7.4722,116.0685,527.4279,34,806.6254,1203.311,43.8284
1996-06-07,,,,,,,17.9546,220.7376,175.0307,maize,1.3465,high,sand,unconfined,1.8316,186.6028,692.5762,28,921.5406,2144.0006,80.9457
1997-09-12,,,,,,,72.9054,239.1978,62.6708,maize,1.8826,low,peat,unconfined,8.0443,114.1249,779.1635,41,799.3675,2099.0275,69.2167
1998-07-20,,,,,,,43.1512,67.9249,25.3175,potatoes,2.8674,high,peat,confined,8.4934,253.8534,1076.2063,76,307.4466,2117.8069,46.7218
1999-06-23,,,,,,,48.9112,262.5348,116.5202,maize,0.4939,medium,loess,confined,7.2382,297.0841,640.8821,17,668.0909,2161.024,86.1881
2000-08-22,,,,,,,12.8034,257.3306,124.3086,grass,2.8975,medium,clay,unconfined,8.3487,274.5907,1167.77,37,567.8227,1516.7007,83.2759
2001-10-16,,,,,,,33.3619,168.1353,79.2039,maize,1.7537,low,clay,unconfined,4.3736,274.329,852.7152,89,160.8554,1826.0198,81.5297
2002-07-04,,,,,,,13.0309,190.1056,135.4824,beets,2.5128,high,loess,unconfined,1.7042,161.2087,363.1227,54,244.4097,2460.8138,47.1047
2003-06-24,,,,,,,89.1267,228.352,26.8224,grass,2.9818,high,sand,unconfined,9.2707,234.2005,870.7897,63,689.5414,2131.7357,61.6884
1980-01-09,2.2600000000000002,5.4,0.1,1.3,38.0,,31.9057,219.187,81.3033,beets,2.7926,high,sand,confined,5.1518,145.7537,216.8255,52,483.4088,2314.1898,42.1969
1981-12-08,2.5989999999999998,3.8,0.1,0.84,41.0,,60.1603,54.134,46.0229,beets,1.2576,high,clay,unconfined,3.4733,250.8037,858.4242,86,952.4626,2199.3451,86.5089
1981-02-09,2.2600000000000002,5.27,0.1,1.2,41.0,,13.5081,80.6088,61.3651,wheat,1.4277,medium,sand,unconfined,1.9641,51.9792,808.6768,43,255.225,1234.7106,53.1748
1984-03-15,3.164,5.44,0.1,1.09,47.0,,70.0163,90.6476,88.8562,maize,1.857,low,loess,unconfined,3.4475,72.7882,696.0381,35,179.0142,1173.7061,75.6493
1985-05-08,3.051,3.34,0.3,0.94,44.3,,39.0725,238.919,108.8139,maize,1.9501,high,clay,unconfined,9.4528,53.4908,671.8294,51,814.2061,1853.0077,48.0976
1986-04-17,4.226,3.35,0.3,1.11,48.2,,90.8127,160.0209,36.7759,maize,0.7619,medium,clay,unconfined,4.061,244.5973,259.7619,14,737.4277,2026.3071,60.2334
1987-04-13,3.0620000000000003,3.33,0.3,1.05,49.6,,89.9306,186.3757,38.2375,beets,2.8487,high,peat,unconfined,6.7181,210.7416,264.8604,91,254.4645,1211.0182,52.3351
1988-03-22,3.028,3.55,0.28,1.07,53.2,,39.2762,243.1719,141.3281,grass,2.501,low,loess,confined,4.5807,167.1133,509.7312,29,164.9003,1760.7454,40.8063
1989-04-05,3.186,5.04,0.28,1.11,58.5,,91.0865,135.2456,92.7438,maize,0.4778,low,clay,confined,8.9877,276.6138,379.2266,74,739.4113,1485.043,69.6211
1990-03-14,3.186,5.19,0.28,1.11,56.02,,99.6542,237.2226,51.774,maize,2.9748,high,loess,unconfined,8.5778,275.4133,541.1022,15,633.3593,1627.835,63.4063
1991-04-17,3.2090000000000005,5.3,0.03,1.12,56.34,,84.2874,160.5748,62.2851,grass,2.9885,low,sand,confined,3.0872,275.8679,1186.3501,13,854.2353,1648.1257,61.4021
1992-06-16,3.322,5.19,0.1,1.14,57.64,,86.0384,144.295,149.6101,grass,1.1276,high,clay,confined,4.8713,121.2728,1002.9705,78,875.9053,2177.5138,55.0942
1993-05-06,,,0.025,,61.268,9.9,32.4108,133.2593,29.3166,maize,2.56,high,clay,confined,5.2045,238.0487,354.802,41,770.9524,2354.2311,67.2056
1994-03-28,,,0.081,1.401,71.981,9.9,61.9032,291.2362,111.5738,wheat,0.8559,medium,clay,unconfined,9.7364,65.433,217.9876,60,370.5746,1308.5938,62.8511
1995-03-15,,,0.286,1.415,78.649,9.6,16.053,242.9934,84.8578,maize,0.5645,low,sand,unconfined,9.6418,241.478,259.436,0,432.7345,2349.2061,67.0508
1996-06-07,,,0.112,1.415,72.353,10.5,18.5426,55.049,166.0065,maize,2.5778,low,peat,confined,2.6407,227.8762,468.7382,60,195.3211,2117.1827,76.6999
1997-11-11,3.7399999999999998,5.09,0.12,1.7,78.0,10.7,99.9003,289.3539,162.2193,beets,1.7275,high,clay,confined,4.056,251.5486,391.0615,89,579.1251,1820.9728,42.5056
1997-09-12,,,,,,,39.3975,243.8599,144.0563,potatoes,0.2783,low,clay,confined,0.602,85.5279,727.909,98,964.7422,1972.0167,47.7067
1998-07-20,,,0.028,1.723,76.111,10.1,77.3366,87.2937,89.2611,maize,2.5146,medium,loess,unconfined,6.4665,126.3546,940.2148,16,923.5086,2096.7753,47.0494
1999-06-23,,,,,,,82.5999,69.0845,133.6225,beets,1.2121,high,peat,unconfined,2.9063,107.1741,319.9609,25,741.9153,1230.9975,67.3138
2000-08-22,,,,,,,87.2221,127.0485,135.1728,potatoes,0.5898,medium,loess,unconfined,5.8958,161.768,756.4709,0,597.8103,1559.0854,59.5327
2001-11-14,3.4899999999999998,5.11,0.12,1.9,74.0,,99.7865,206.0454,79.796,beets,1.6288,high,clay,confined,8.2509,61.4032,936.2466,27,993.9935,1410.1316,43.3175
2001-10-16,,,,,,,31.7347,204.1367,178.3955,beets,1.4635,low,sand,unconfined,0.5854,69.0803,877.7554,25,811.441,1669.73,47.307
2002-07-04,,,0.028,1.807,68.879,10.2,13.6316,118.9625,197.2744,wheat,2.4302,medium,loess,confined,3.7355,286.5431,777.3364,91,655.6632,1149.4488,64.9235
2003-06-24,,,,,,,47.0072,161.4187,76.5992,grass,1.4884,high,loess,unconfined,2.042,299.0135,664.7275,7,764.8196,2067.9093,74.7341
2006-07-13,3.34,5.4,0.014,1.88922,68.2,10.9,21.7073,102.9725,164.2209,grass,2.0262,low,peat,unconfined,4.0544,88.8893,438.9535,27,992.0212,1916.2373,70.4089
2010-06-08,3.7299999999999995,5.1,0.014,0.241,78.27,10.8,12.0183,62.6447,110.1635,beets,1.1264,low,sand,confined,4.5673,282.6495,1061.5291,16,913.3594,1438.633,51.6289
2014-05-15,3.4,5.4,0.07,1.774,68.19,10.7,42.4384,179.2426,103.4574,grass,0.4177,medium,peat,confined,9.2317,189.7781,334.7518,1,147.8983,2034.9298,73.9204
2018-05-03,3.6,5.84,0.07,1.811,71.6998,11.3,80.5364,136.7478,89.5813,maize,0.2259,high,loess,confined,3.0079,195.3442,539.3872,17,197.8995,1609.4677,73.1731
2022-05-23,3.3,5.35,0.029,1.698,63.739,10.6,60.9563,185.7206,72.5646,wheat,1.0297,low,clay,confined,1.4925,252.8233,348.4427,66,485.1346,1020.1912,67.7719
1980-01-09,5.989,6.2,0.1,0.2,100.0,,38.15,286.6268,185.5114,wheat,2.0388,low,sand,unconfined,1.4697,176.2741,511.327,91,998.5111,1345.7725,82.5756
1981-02-08,3.6159999999999997,6.2,0.1,0.42,52.0,,68.8908,85.8426,153.3467,grass,0.131,low,clay,confined,7.6406,207.7526,826.1567,27,288.0057,1202.4363,55.3849
1984-03-20,5.1979999999999995,6.21,0.1,0.16,101.0,,30.8816,50.4905,99.3265,grass,0.8221,high,clay,unconfined,4.7069,262.6038,685.3933,59,364.7527,1967.8058,71.2372
1985-04-25,5.0280000000000005,6.02,0.3,0.13,110.0,,11.2943,69.2196,155.2816,wheat,0.5393,high,sand,confined,9.6239,179.2681,385.0447,70,104.281,2239.4649,72.706
1986-05-05,5.65,6.34,0.3,0.19,121.0,,78.7918,165.6771,149.3479,beets,1.441,medium,sand,unconfined,4.3939,253.2749,214.0921,82,815.4824,1596.9773,58.7742
1987-04-23,6.1579999999999995,6.46,0.3,0.17,130.0,,66.1369,226.733,68.1208,beets,2.2642,medium,loess,unconfined,9.7503,50.0586,410.1388,95,748.6611,1337.0837,63.5134
1988-03-30,6.192,6.0,0.28,0.15,123.0,,78.6072,195.1909,51.7038,beets,1.7028,high,sand,confined,6.0433,280.235,837.0334,80,887.472,2131.0779,63.195
1989-04-18,5.898,6.15,0.28,0.21,107.0,,13.5044,173.7237,170.5339,maize,1.8639,high,loess,unconfined,8.5784,230.3753,780.8521,8,842.1058,2223.8966,42.4708
1990-03-27,5.322,5.91,0.28,0.18,92.55,,85.3408,138.4908,166.0531,beets,2.844,high,clay,unconfined,6.4725,99.9047,254.0752,86,692.2969,1881.0736,56.639
1991-03-27,5.932,6.08,0.03,0.12,113.67,,65.7574,127.4935,199.4353,beets,1.4261,high,clay,unconfined,3.6063,268.6211,723.5758,58,412.2089,2086.9633,53.8824
1992-09-02,5.446,5.97,0.02,0.13,91.63,,60.7056,144.0715,23.4854,grass,2.4608,low,loess,confined,0.6365,216.144,237.3696,97,489.2268,1048.1303,66.7165
1993-05-06,,,0.018,,91.468,10.0,66.2153,202.9087,117.2685,potatoes,1.0972,medium,sand,confined,0.8486,121.9936,298.5708,8,160.9528,2112.3738,86.3833
1994-04-05,,,0.025,0.168,105.368,8.7,87.799,91.9385,146.2381,beets,1.8991,low,clay,confined,2.4949,207.1011,392.4176,3,677.6559,2170.5864,86.0216
1995-03-20,,,0.035,0.154,119.211,8.9,62.8243,242.8405,124.8572,beets,2.328,low,sand,confined,4.788,297.9477,644.0376,89,319.5679,1564.3968,48.2432
1996-06-10,,,0.042,0.168,142.296,11.3,62.2855,193.8133,147.8796,potatoes,2.4986,high,clay,unconfined,4.9848,216.7039,334.5177,39,991.086,1484.302,76.884
1997-09-08,,,0.084,0.168,143.395,12.3,99.1611,117.2891,44.707,beets,0.7438,medium,sand,confined,6.3614,214.819,967.5222,52,609.3388,1349.8967,61.2938
1998-07-21,,,0.028,0.168,141.977,10.4,78.1057,175.2882,20.2729,potatoes,0.8395,low,loess,confined,2.5157,53.0249,651.636,46,333.6587,1040.9754,46.3382
1999-06-22,,,0.028,0.14,131.484,10.3,49.8064,290.6947,36.7458,potatoes,1.1932,high,loess,unconfined,6.8327,201.7249,634.1231,5,331.4196,1626.6281,84.0303
2000-08-22,,,0.07,0.168,123.189,11.4,73.6657,55.1229,88.4108,beets,0.8255,low,clay,confined,9.4366,141.1784,1110.4809,37,556.3027,2125.1077,88.4168
2001-10-16,,,0.028,0.14,115.142,10.5,45.0307,99.8807,79.208,maize,1.666,high,peat,unconfined,7.7279,144.595,1083.1478,77,664.5374,1530.207,45.6923
2002-08-02,,,0.028,0.154,120.601,10.4,30.5988,162.0951,177.3206,beets,2.4404,low,sand,confined,8.8584,296.9538,858.929,59,505.4334,2412.0024,48.0618
2004-09-09,,,0.01,0.31,102.0,11.4,63.7167,209.6099,35.0347,maize,0.5451,high,sand,confined,5.0645,278.8443,739.0058,45,737.1007,1084.6634,41.9392
2005-09-21,5.9399999999999995,6.3,0.01,0.35,109.0,10.9,93.5364,103.0571,99.6871,beets,1.2813,medium,sand,confined,6.919,247.485,229.6384,26,566.6393,1026.6417,68.1094
2006-10-19,5.83,6.5,0.014,0.241,108.97,10.2,93.6226,282.851,192.408,maize,2.2074,high,sand,unconfined,6.7173,165.3948,866.6465,0,166.963,2247.5127,46.8637
2007-10-30,5.8100000000000005,6.21,0.01,0.24,109.55,11.1,40.7715,210.643,110.5227,beets,2.1405,high,loess,confined,7.5562,121.5401,688.3603,38,301.8673,1902.5181,79.2221
2008-07-28,5.470000000000001,6.16,0.014,0.241,104.94,12.0,57.491,269.358,43.832,wheat,0.7925,medium,sand,confined,1.6249,128.363,441.9777,90,188.9794,1456.0601,51.1796
2009-05-06,5.12,6.35,0.014,0.241,94.96,10.3,29.0472,132.3295,72.4281,wheat,2.0152,medium,clay,unconfined,3.3913,259.3826,331.3981,13,639.2543,2097.7074,64.0239
2010-06-08,4.6899999999999995,6.01,0.014,0.241,55.59,10.5,99.6068,257.2385,132.8225,potatoes,2.9032,medium,clay,confined,3.5318,68.8963,374.099,27,496.0415,1818.9056,71.137
2011-01-12,4.42,6.12,0.014,0.241,51.35,10.1,98.3006,144.5548,22.1581,grass,1.9162,high,peat,confined,0.483,59.3362,1053.8427,84,986.9161,2265.9223,50.9921
2012-04-11,5.279999999999999,6.19,0.02,0.163,86.33,10.0,68.4558,113.1879,194.2581,wheat,1.0487,low,peat,unconfined,3.9541,143.8509,315.9568,31,393.2147,2484.1254,73.4675
2013-07-04,5.1,6.4,0.07,0.184,76.2,11.4,82.3973,277.9138,122.0558,wheat,1.5935,medium,peat,unconfined,0.4664,59.3438,360.7721,80,125.0319,2137.7981,68.2537
2014-06-03,4.7,6.48,0.07,0.186,68.6,,74.359,73.0546,146.7451,beets,1.0801,high,peat,unconfined,3.4816,175.5471,914.734,9,965.5736,1104.42,65.5408
2015-06-24,4.5,6.14,0.086,0.179,59.67,,63.3842,285.7222,109.813,grass,1.6421,high,clay,confined,1.3452,294.2553,1097.7032,39,655.1863,2090.808,88.2321
2017-05-16,4.4,6.47,0.07,0.204,54.4152,11.1,14.8013,164.6288,192.4264,beets,2.5383,medium,loess,confined,0.4327,228.6609,200.2739,15,543.7233,2465.1675,49.993
2018-05-14,4.3,6.43,0.07,0.173,53.0215,13.1,50.9288,298.1564,126.0598,beets,0.4882,high,clay,unconfined,6.7621,111.9163,413.6767,57,815.4764,1197.5398,70.3097
2019-04-15,4.2624,6.39,0.07,0.22,51.988,10.5,70.7308,184.8987,139.1571,potatoes,1.2976,high,peat,confined,0.9335,241.7318,295.7884,30,298.6075,1943.2393,69.2595
2020-07-14,4.11,6.17,0.029,0.172,43.609,12.0,70.9778,239.372,174.9508,beets,1.9385,low,loess,confined,7.1618,122.8976,645.4379,35,337.8798,1596.2223,79.5923
2021-03-29,4.12,6.14,0.029,0.093,45.251,10.6,43.581,51.7678,175.0802,beets,1.4487,medium,loess,unconfined,7.8344,228.7412,814.6465,60,919.7699,2407.1035,73.8316
2022-05-23,3.9,6.19,0.029,0.178,37.167,13.2,94.7523,174.1667,25.0708,potatoes,2.3666,medium,loess,unconfined,9.6761,150.1644,519.1232,23,432.9716,1087.7192,53.344
2023-05-01,3.8,6.26,0.029,0.164,39.096,11.1,25.0621,234.3634,70.9942,beets,0.5681,high,peat,confined,0.2927,63.8637,871.7338,97,999.7449,2056.4656,84.2589
1980-01-09,3.842,6.3,0.1,0.2,60.0,,55.0324,245.7068,64.3373,grass,2.6363,low,clay,unconfined,2.6348,141.5915,1012.5352,78,343.4352,1995.8487,76.8177
1981-12-09,3.842,5.8,0.1,0.22,70.0,,72.1796,89.5121,21.1961,potatoes,2.937,low,sand,unconfined,6.0122,112.5733,942.1519,79,791.9375,1978.1078,73.6305
1990-03-27,,,,,,,72.7422,154.7427,177.8209,wheat,1.1437,medium,loess,confined,0.575,261.7776,922.3683,94,119.4428,1232.1254,65.9323
1991-03-27,,,,,,,68.3775,154.768,77.0852,beets,0.4303,high,loess,confined,4.7688,82.9671,211.5342,48,173.1001,1177.6808,41.2041
1992-09-02,,,,,,,34.7759,75.9102,82.4515,grass,2.9642,low,loess,unconfined,9.2446,297.5248,873.1694,20,387.1965,1083.5485,67.135
1993-05-06,,,,,,,24.0586,160.7614,37.932,maize,1.1175,medium,clay,confined,9.9944,79.5167,304.6875,2,555.9728,1108.862,46.71
1994-04-05,,,,,,,67.2346,251.7732,198.1498,potatoes,1.5273,low,sand,unconfined,8.8483,148.42,792.9208,56,422.8851,2029.3832,52.4631
1995-03-20,,,,,,,63.9372,125.0452,168.7252,potatoes,0.8038,low,sand,unconfined,8.5799,236.3562,1017.892,46,836.8185,2419.7232,87.5094
1996-06-10,,,,,,,26.142,158.1436,122.9352,beets,0.2608,high,clay,unconfined,8.3163,57.6683,946.4086,26,657.179,1790.1146,74.2649
1997-09-08,,,,,,,73.4625,290.2397,158.9475,beets,0.4638,low,clay,unconfined,9.4446,63.4273,441.5443,37,983.7484,2065.5984,71.022
1998-07-21,,,,,,,50.9655,57.927,159.8804,potatoes,0.7895,medium,clay,confined,4.4713,50.1296,279.4469,66,751.8511,2282.8838,60.7463
1999-06-22,,,,,,,70.0985,197.8804,138.2116,beets,2.9649,medium,peat,unconfined,8.2713,191.7531,220.4331,97,328.8254,1303.4215,65.9654
2000-08-22,,,,,,,85.363,235.859,51.322,beets,2.4095,high,peat,unconfined,5.1796,65.0601,697.4913,27,666.6884,1333.0467,41.3218
2001-10-16,,,,,,,25.2756,240.2206,149.6567,grass,1.3196,high,loess,unconfined,6.2021,130.7447,302.016,23,626.6828,2056.6725,70.282
2002-08-02,,,,,,,11.723,228.9845,122.5311,grass,1.026,high,clay,confined,0.7308,166.7416,750.1305,60,781.0407,1679.7306,60.1164
1980-01-09,3.277,6.7,0.1,0.05,41.0,,80.1192,231.6129,150.3329,grass,0.5168,high,clay,unconfined,1.0595,266.1578,326.4962,73,556.3278,1793.9301,83.6945
1981-02-08,3.503,6.7,0.1,0.32,44.0,,64.8728,64.7532,117.8216,wheat,1.5064,low,clay,unconfined,2.5432,65.3968,811.7757,41,473.9169,1111.5416,66.1625
1981-12-09,3.051,6.7,0.1,0.27,47.0,,72.9676,183.5342,192.1407,potatoes,2.7307,high,loess,confined,7.9167,203.2389,1193.743,24,867.4934,1435.5526,86.9888
1984-03-20,5.085,6.43,0.1,0.11,77.0,,85.4339,245.7423,132.8646,potatoes,2.9804,low,peat,confined,2.3287,197.4333,359.5603,54,578.1793,1051.2424,53.7082
1985-04-25,3.3899999999999997,6.37,0.3,0.05,47.3,,82.253,73.5163,123.2625,beets,2.7154,low,sand,unconfined,7.5662,247.0219,860.5095,90,482.3969,2343.912,64.0697
1986-05-05,5.254,6.62,0.3,0.05,89.4,,96.4828,53.0125,171.7019,beets,0.2906,high,clay,unconfined,5.5356,196.45,500.2008,12,867.9915,2251.8992,81.1989
1987-04-23,4.542,6.39,0.3,0.05,73.0,,58.2342,253.6405,88.2626,potatoes,0.5584,high,peat,unconfined,9.3079,286.0076,837.7158,64,293.9767,1481.373,73.3184
1988-03-30,3.729,6.25,0.28,0.06,55.5,,53.9646,228.0736,76.8429,beets,0.5106,high,clay,confined,4.9859,96.1464,456.8245,84,896.0861,1074.2314,66.5668
1989-04-18,3.3899999999999997,6.58,0.28,0.06,47.2,,46.1698,153.0516,110.5704,grass,0.5685,high,clay,unconfined,4.0969,106.7034,497.8495,85,864.5775,1962.0457,78.3882
1990-03-27,4.497,6.16,0.28,0.09,76.22,,23.8322,285.0991,125.2042,maize,0.4606,low,peat,unconfined,0.5949,219.265,666.0768,21,268.3054,1433.7325,63.2802
1991-03-27,2.52,6.82,0.08,0.02,38.28,,61.5347,241.6495,59.6868,wheat,0.3794,medium,loess,confined,5.8819,213.1102,1079.8666,84,329.0428,2006.0528,65.9373
1992-09-02,3.4579999999999997,6.43,0.02,0.07,50.64,,34.9311,291.9652,142.8107,grass,1.1161,low,loess,confined,1.551,267.6711,207.579,56,491.5912,1369.0534,56.846
1993-05-06,,,0.024,,58.021,9.6,92.9177,282.3288,164.4274,grass,0.558,medium,peat,confined,7.169,108.245,461.7176,31,584.7585,2118.8049,85.0188
1994-04-05,,,0.014,0.07,26.01,9.5,62.4872,170.3234,123.9176,beets,0.5197,medium,loess,confined,6.2523,178.3274,346.8385,19,937.1579,1349.5349,55.7523
1995-03-20,,,0.076,0.07,27.009,8.6,63.3556,238.6772,114.1334,wheat,1.621,medium,sand,confined,8.4138,65.7946,534.1612,14,199.3026,2012.6732,77.3353
1996-06-10,,,0.042,0.098,61.506,9.4,41.9432,217.2978,73.0356,maize,0.6892,high,peat,unconfined,1.4716,149.5239,633.2589,77,456.0403,2010.1029,70.8176
1997-09-08,,,,,,,14.679,252.8613,183.7249,maize,0.1178,medium,sand,confined,6.9063,110.6475,730.6764,0,504.3,1306.0161,74.0291
1998-07-21,,,0.028,0.098,74.091,9.9,12.8569,246.9221,155.81,beets,2.1187,medium,sand,confined,6.3197,263.0716,276.685,58,210.9726,1091.1002,78.1575
1999-06-22,,,,,,,48.1002,88.308,106.4516,wheat,1.0528,medium,sand,confined,8.3879,145.2076,753.3508,76,574.004,1041.8266,51.4853
2000-08-22,,,,,,,17.6109,108.4339,138.6392,grass,2.2375,medium,sand,unconfined,3.7173,89.8922,1124.6048,46,426.3924,2113.2272,73.8651
2001-10-16,,,,,,,64.6162,116.4329,80.6383,grass,2.6899,medium,loess,unconfined,7.8015,58.1363,781.0399,3,291.5399,2240.904,72.2156
2002-08-02,,,0.028,0.07,36.194,9.7,89.2876,254.6246,30.7671,potatoes,2.7833,low,loess,unconfined,8.7585,99.568,997.7863,16,932.059,1145.2728,53.2783
2006-10-19,4.88,6.5,0.014,0.241,39.96,10.7,89.4623,252.6854,56.707,grass,0.6154,low,peat,unconfined,2.5272,225.4273,380.1958,17,669.8854,1028.9622,63.7638
2010-06-08,5.76,6.18,0.014,0.241,37.01,10.4,69.3141,173.8338,34.3079,maize,2.0506,medium,clay,unconfined,0.3461,66.1975,864.4393,29,744.8482,2219.1061,51.6408
2014-06-03,4.3,6.53,0.07,0.112,41.31,9.8,29.0109,195.2081,111.4716,maize,0.3174,high,sand,confined,4.191,263.007,294.2265,11,649.525,1027.8758,84.0052
2017-05-16,5.3,6.64,0.07,0.116,40.1111,10.8,87.6697,256.7305,131.9715,wheat,1.4433,high,clay,unconfined,5.823,64.3082,672.8505,32,176.1842,2287.4501,79.8092
2021-03-29,3.69,6.62,0.029,0.193,36.425,10.2,89.7484,128.1484,88.4803,grass,1.3375,medium,clay,confined,2.8965,223.5161,469.8098,36,871.0548,2209.526,52.3808
1980-02-07,3.503,6.5,0.1,3.9,15.0,,27.6988,62.5447,115.4278,grass,0.6892,low,loess,unconfined,1.4601,134.72,726.698,43,754.4193,2219.6206,72.9459
1981-02-11,3.729,6.7,0.1,2.8,12.0,,76.3683,170.6491,35.3783,grass,2.3475,medium,clay,confined,1.9267,120.8944,674.9742,84,231.1296,1279.5526,68.148
1983-05-24,3.6159999999999997,6.54,0.1,4.0,14.0,,35.7868,278.4293,158.5925,maize,2.7486,high,sand,confined,6.8705,141.6518,287.4829,72,987.2087,2050.7554,62.0155
